"obsDate","Species","State","Latitude","Longitude","New","Confirmed","Alive","Date","week.number"
2010-07-28,"Lepidochelys kempii",NA,29.76611,-87.93333,"N","Y","Y",2010-07-28,31
2010-07-28,"Caretta caretta",NA,29.72086,-86.53525,"N","Y","Y",2010-07-28,31
2010-07-28,"Lepidochelys kempii",NA,29.73228,-86.54228,"N","Y","Y",2010-07-28,31
2010-07-28,"Chelonia mydas",NA,29.79536,-86.59664,"N","Y","Y",2010-07-28,31
2010-07-28,"Chelonia mydas",NA,29.80106,-86.61083,"N","Y","Y",2010-07-28,31
2010-07-28,"Chelonia mydas",NA,29.81264,-86.63069,"N","Y","Y",2010-07-28,31
2010-07-28,"Chelonia mydas",NA,29.81994,-86.6425,"N","Y","Y",2010-07-28,31
2010-07-28,"Chelonia mydas",NA,29.82144,-86.64578,"N","Y","Y",2010-07-28,31
2010-07-28,"Chelonia mydas",NA,29.83217,-86.66128,"N","Y","Y",2010-07-28,31
2010-07-28,"Chelonia mydas",NA,29.83756,-86.66578,"N","Y","Y",2010-07-28,31
2010-07-28,"Lepidochelys kempii",NA,29.86186,-86.6845,"N","Y","Y",2010-07-28,31
2010-07-28,"Chelonia mydas",NA,29.87522,-86.68961,"N","Y","Y",2010-07-28,31
2010-07-28,"Chelonia mydas",NA,29.93989,-86.71117,"N","Y","Y",2010-07-28,31
2010-07-28,"Chelonia mydas",NA,29.94722,-86.71164,"N","Y","Y",2010-07-28,31
2010-07-28,"Chelonia mydas",NA,28.7055,-89.09158,"N","Y","Y",2010-07-28,31
2010-07-28,"Lepidochelys kempii",NA,28.796,-88.95665,"N","Y","Y",2010-07-28,31
2010-07-29,"Lepidochelys kempii",NA,29.46025,-87.77031,"N","Y","Y",2010-07-29,31
2010-07-29,"Chelonia mydas",NA,29.36628,-87.69047,"N","Y","Y",2010-07-29,31
2010-07-29,"Chelonia mydas",NA,29.87206,-86.6675,"N","Y","Y",2010-07-29,31
2010-07-29,"Chelonia mydas",NA,29.88147,-86.67344,"N","Y","Y",2010-07-29,31
2010-07-29,"Chelonia mydas",NA,29.93097,-86.68,"N","Y","Y",2010-07-29,31
2010-07-29,"Chelonia mydas",NA,29.86275,-86.67372,"N","Y","Y",2010-07-29,31
2010-07-29,"Lepidochelys kempii",NA,29.88786,-86.67189,"N","Y","Y",2010-07-29,31
2010-07-30,"Lepidochelys kempii",NA,28.776583,-89.667583,"N","Y","Y",2010-07-30,31
2010-07-30,"Lepidochelys kempii",NA,29.772333,-88.001694,"N","Y","Y",2010-07-30,31
2010-07-30,"Lepidochelys kempii",NA,29.9195,-86.381417,"N","Y","Y",2010-07-30,31
2010-07-30,"Lepidochelys kempii",NA,29.730528,-86.381417,"N","Y","Y",2010-07-30,31
2010-07-31,"Lepidochelys kempii",NA,29.44281,-87.06897,"N","Y","Y",2010-07-31,31
2010-07-31,"Chelonia mydas",NA,29.53839,-87.10983,"N","Y","Y",2010-07-31,31
2010-07-31,"Chelonia mydas",NA,29.54211,-87.11128,"N","Y","Y",2010-07-31,31
2010-07-31,"Chelonia mydas",NA,29.57031,-87.12347,"N","Y","Y",2010-07-31,31
2010-07-31,"Lepidochelys kempii",NA,29.593,-87.13636,"N","Y","Y",2010-07-31,31
2010-07-31,"Chelonia mydas",NA,29.61681,-87.15122,"N","Y","Y",2010-07-31,31
2010-07-31,"Lepidochelys kempii",NA,29.67028,-87.18381,"N","Y","Y",2010-07-31,31
2010-07-31,"Chelonia mydas",NA,29.70642,-87.20656,"N","Y","Y",2010-07-31,31
2010-07-31,"Lepidochelys kempii",NA,29.71169,-87.20964,"N","Y","Y",2010-07-31,31
2010-07-31,"Lepidochelys kempii",NA,29.72383,-87.21692,"N","Y","Y",2010-07-31,31
2010-07-31,"Lepidochelys kempii",NA,29.72867,-87.21931,"N","Y","Y",2010-07-31,31
2010-07-31,"Lepidochelys kempii",NA,29.72942,-87.22867,"N","Y","Y",2010-07-31,31
2010-07-31,"Lepidochelys kempii",NA,29.74997,-87.23883,"N","Y","Y",2010-07-31,31
2010-07-31,"Lepidochelys kempii",NA,29.428944,-86.879028,"N","Y","Y",2010-07-31,31
2010-07-31,"Chelonia mydas",NA,29.36975,-86.931389,"N","Y","Y",2010-07-31,31
2010-07-31,"Lepidochelys kempii",NA,29.480306,-86.927556,"N","Y","Y",2010-07-31,31
2010-08-01,"Lepidochelys kempii",NA,29.437222,-86.399,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.401694,-86.339556,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.400333,-86.340194,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.912722,-86.477667,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.994194,-86.521694,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.439639,-86.399944,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.957194,-86.50575,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.975611,-86.514444,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.998667,-86.522278,"N","Y","Y",2010-08-01,31
2010-08-01,"Caretta caretta",NA,29.430111,-86.381028,"N","Y","Y",2010-08-01,31
2010-08-01,"Chelonia mydas",NA,29.425861,-86.381972,"N","Y","Y",2010-08-01,31
2010-08-01,"Chelonia mydas",NA,29.426528,-86.381167,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,28.641233,-89.460985,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,28.62615,-89.455767,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,28.61495,-89.45065,"N","Y","Y",2010-08-01,31
2010-08-01,"Chelonia mydas",NA,28.596617,-89.53775,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,28.662883,-89.5189,"N","Y","Y",2010-08-01,31
2010-08-01,"Chelonia mydas",NA,28.597783,-89.532717,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,28.66045,-89.513433,"N","Y","Y",2010-08-01,31
2010-08-01,"Chelonia mydas",NA,29.79292,-87.22231,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.78889,-87.24222,"N","Y","Y",2010-08-01,31
2010-08-01,"Chelonia mydas",NA,29.79186,-87.23314,"N","Y","Y",2010-08-01,31
2010-08-01,"Chelonia mydas",NA,29.78183,-87.24975,"N","Y","Y",2010-08-01,31
2010-08-01,"Chelonia mydas",NA,29.77606,-87.25464,"N","Y","Y",2010-08-01,31
2010-08-01,"Chelonia mydas",NA,29.761,-87.26053,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.71069,-87.22828,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.71586,-87.22569,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.81331,-87.18269,"N","Y","Y",2010-08-01,31
2010-08-01,"Chelonia mydas",NA,29.80461,-87.13658,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.81214,-87.19269,"N","Y","Y",2010-08-01,31
2010-08-01,"Chelonia mydas",NA,29.81369,-87.18389,"N","Y","Y",2010-08-01,31
2010-08-01,"Chelonia mydas",NA,29.81447,-87.18172,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.81269,-87.18717,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.81197,-87.17547,"N","Y","Y",2010-08-01,31
2010-08-01,"Lepidochelys kempii",NA,29.81206,-87.19281,"N","Y","Y",2010-08-01,31
2010-08-02,"Chelonia mydas",NA,29.59114,-87.07378,"N","Y","Y",2010-08-02,32
2010-08-02,"Lepidochelys kempii",NA,29.541,-87.03208,"N","Y","Y",2010-08-02,32
2010-08-02,"Chelonia mydas",NA,29.52994,-87.02775,"N","Y","Y",2010-08-02,32
2010-08-02,"Chelonia mydas",NA,28.60755,-89.47623,"N","Y","Y",2010-08-02,32
2010-08-02,"Chelonia mydas",NA,28.60558,-89.46505,"N","Y","Y",2010-08-02,32
2010-08-02,"Chelonia mydas",NA,28.60012,-89.71635,"N","Y","Y",2010-08-02,32
2010-08-02,"Chelonia mydas",NA,28.67755,-89.70095,"N","Y","Y",2010-08-02,32
2010-08-02,"Chelonia mydas",NA,28.67797,-89.7111,"N","Y","Y",2010-08-02,32
2010-08-02,"Lepidochelys kempii",NA,28.6588,-89.74878,"N","Y","Y",2010-08-02,32
2010-08-02,"Lepidochelys kempii",NA,28.65883,-89.73555,"N","Y","Y",2010-08-02,32
2010-08-02,"Chelonia mydas",NA,28.63783,-89.71067,"N","Y","Y",2010-08-02,32
2010-08-02,"Chelonia mydas",NA,28.6171,-89.7171,"N","Y","Y",2010-08-02,32
2010-08-02,"Chelonia mydas",NA,28.6123,-89.7313,"N","Y","Y",2010-08-02,32
2010-08-02,"Chelonia mydas",NA,28.67685,-89.697,"N","Y","Y",2010-08-02,32
2010-08-03,"Lepidochelys kempii",NA,29.56542,-87.61539,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.56783,-87.61769,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.54533,-87.61922,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.54192,-87.60561,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.51833,-87.60547,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,29.51611,-87.60508,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.47481,-87.55956,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.48117,-87.57106,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.50864,-87.6,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.48019,-87.57042,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.49031,-87.52661,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,29.49217,-87.58286,"N","Y","Y",2010-08-03,32
2010-08-03,"Caretta caretta",NA,29.60697,-87.59919,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,29.48175,-87.57258,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.501,-87.59256,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,30.28467,-86.21672,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.59567,-86.51661,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,29.59367,-86.51628,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.58289,-86.51328,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.58567,-86.48328,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,29.58511,-86.48169,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.58453,-86.47769,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,29.58047,-86.46244,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.64072,-86.50033,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,29.641,-86.50422,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.67117,-86.49817,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.79664,-86.08261,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.93786,-86.28236,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,29.92622,-86.19767,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,29.92831,-86.19453,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,28.8368,-89.66568,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,28.82385,-89.64032,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,28.8232,-89.6366,"N","Y","Y",2010-08-03,32
2010-08-03,"Eretmochelys imbricata",NA,28.81725,-89.64377,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,28.81593,-89.64717,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,28.8162,-89.65705,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,28.81465,-89.66428,"N","Y","Y",2010-08-03,32
2010-08-03,"Eretmochelys imbricata",NA,28.81945,-89.71667,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,28.82342,-89.73007,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,28.82015,-89.6528,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,28.81467,-89.67442,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,28.81443,-89.67472,"N","Y","Y",2010-08-03,32
2010-08-03,"Lepidochelys kempii",NA,28.81303,-89.68543,"N","Y","Y",2010-08-03,32
2010-08-03,"Chelonia mydas",NA,28.82698,-89.75105,"N","Y","Y",2010-08-03,32
2010-08-04,"Chelonia mydas",NA,28.86358,-89.62122,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.86358,-89.62122,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.86695,-89.64163,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.8662,-89.68407,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.84962,-89.6573,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.8439,-89.64983,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.82825,-89.63262,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.81335,-89.62005,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,28.81,-89.61797,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.80628,-89.61515,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.80628,-89.61515,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,28.77883,-89.57647,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.77323,-89.58025,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.77125,-89.584,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,28.76673,-89.6047,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,28.89518,-89.67753,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.795,-89.65473,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,28.87875,-89.6722,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,28.8737,-89.67125,"N","Y","Y",2010-08-04,32
2010-08-04,"Eretmochelys imbricata",NA,28.85443,-89.65995,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.80893,-89.59965,"N","Y","Y",2010-08-04,32
2010-08-04,"Eretmochelys imbricata",NA,28.79733,-89.58083,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.78107,-89.55942,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.77845,-89.56645,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,28.7772,-89.57268,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,28.78795,-89.63498,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,29.43703,-87.42767,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,29.43753,-87.43436,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,29.43683,-87.4395,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,29.71125,-87.36947,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,29.36942,-87.5165,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,29.43986,-87.43489,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,29.4425,-87.43561,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,29.88053,-86.14272,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,29.90175,-86.10667,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,29.80672,-86.13708,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,29.80628,-86.14558,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,29.81217,-86.14414,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,29.78417,-86.14675,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,29.78725,-86.15103,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,29.78389,-86.14886,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,29.78356,-86.14606,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,29.78039,-86.14197,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,29.77789,-86.13367,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,29.77833,-86.13353,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,29.77183,-86.12394,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,29.54061,-86.3335,"N","Y","Y",2010-08-04,32
2010-08-04,"Lepidochelys kempii",NA,29.53692,-86.34742,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,29.52906,-86.36178,"N","Y","Y",2010-08-04,32
2010-08-04,"Chelonia mydas",NA,29.51672,-86.36678,"N","Y","Y",2010-08-04,32
2010-08-04,"Caretta caretta",NA,29.52894,-86.39631,"N","Y","Y",2010-08-04,32
2010-08-05,"Chelonia mydas",NA,28.84292,-88.80143,"N","Y","Y",2010-08-05,32
2010-08-05,"Chelonia mydas",NA,28.60433,-88.65118,"N","Y","Y",2010-08-05,32
2010-08-05,"Eretmochelys imbricata",NA,28.63863,-88.60335,"N","Y","Y",2010-08-05,32
2010-08-05,"Chelonia mydas",NA,28.64975,-88.59473,"N","Y","Y",2010-08-05,32
2010-08-05,"Lepidochelys kempii",NA,28.64917,-88.70287,"N","Y","Y",2010-08-05,32
2010-08-05,"Lepidochelys kempii",NA,28.70287,-88.51458,"N","Y","Y",2010-08-05,32
2010-08-05,"Lepidochelys kempii",NA,29.83522,-87.84886,"N","Y","Y",2010-08-05,32
2010-08-05,"Chelonia mydas",NA,29.91878,-86.54406,"N","Y","Y",2010-08-05,32
2010-08-05,"Lepidochelys kempii",NA,29.91408,-86.55122,"N","Y","Y",2010-08-05,32
2010-08-05,"Chelonia mydas",NA,29.58439,-86.51978,"N","Y","Y",2010-08-05,32
2010-08-05,"Lepidochelys kempii",NA,29.58389,-86.50517,"N","Y","Y",2010-08-05,32
2010-08-05,"Chelonia mydas",NA,29.58567,-86.44453,"N","Y","Y",2010-08-05,32
2010-08-05,"Lepidochelys kempii",NA,29.58108,-86.47192,"N","Y","Y",2010-08-05,32
2010-08-05,"Caretta caretta",NA,29.68567,-86.5065,"N","Y","Y",2010-08-05,32
2010-08-06,"Chelonia mydas",NA,28.68532,-88.30048,"N","Y","Y",2010-08-06,32
2010-08-06,"Chelonia mydas",NA,29.86111,-87.10789,"N","Y","Y",2010-08-06,32
2010-08-06,"Chelonia mydas",NA,29.53939,-86.35261,"N","Y","Y",2010-08-06,32
2010-08-07,"Lepidochelys kempii",NA,28.70485,-89.58472,"N","Y","Y",2010-08-07,32
2010-08-07,"Lepidochelys kempii",NA,28.69725,-89.57843,"N","Y","Y",2010-08-07,32
2010-08-07,"Lepidochelys kempii",NA,28.6733,-89.5306,"N","Y","Y",2010-08-07,32
2010-08-07,"Chelonia mydas",NA,28.66293,-89.51825,"N","Y","Y",2010-08-07,32
2010-08-07,"Chelonia mydas",NA,28.65758,-89.51382,"N","Y","Y",2010-08-07,32
2010-08-07,"Eretmochelys imbricata",NA,28.65097,-89.51193,"N","Y","Y",2010-08-07,32
2010-08-07,"Lepidochelys kempii",NA,30.05303,-86.22828,"N","Y","Y",2010-08-07,32
2010-08-07,"Lepidochelys kempii",NA,29.70417,-85.99892,"N","Y","Y",2010-08-07,32
2010-08-07,"Chelonia mydas",NA,29.68311,-86.00308,"N","Y","Y",2010-08-07,32
2010-08-08,"Lepidochelys kempii",NA,28.64103,-89.41565,"N","Y","Y",2010-08-08,32
2010-08-08,"Chelonia mydas",NA,28.61333,-89.37177,"N","Y","Y",2010-08-08,32
2010-08-08,"Chelonia mydas",NA,28.60078,-89.36313,"N","Y","Y",2010-08-08,32
2010-08-08,"Lepidochelys kempii",NA,28.51213,-89.20935,"N","Y","Y",2010-08-08,32
2010-08-08,"Eretmochelys imbricata",NA,28.63667,-89.40072,"N","Y","Y",2010-08-08,32
2010-08-08,"Lepidochelys kempii",NA,28.60572,-89.35997,"N","Y","Y",2010-08-08,32
2010-08-08,"Eretmochelys imbricata",NA,28.5647,-89.32335,"N","Y","Y",2010-08-08,32
2010-08-08,"Lepidochelys kempii",NA,29.68192,-87.02408,"N","Y","Y",2010-08-08,32
2010-08-08,"Lepidochelys kempii",NA,29.70367,-86.20797,"N","Y","Y",2010-08-08,32
2010-08-08,"Chelonia mydas",NA,29.70367,-86.20797,"N","Y","Y",2010-08-08,32
2010-08-08,"Lepidochelys kempii",NA,29.70236,-86.20128,"N","Y","Y",2010-08-08,32
2010-08-08,"Lepidochelys kempii",NA,29.70344,-86.19892,"N","Y","Y",2010-08-08,32
2010-08-08,"Chelonia mydas",NA,29.70606,-86.19597,"N","Y","Y",2010-08-08,32
2010-08-08,"Chelonia mydas",NA,29.70586,-86.19497,"N","Y","Y",2010-08-08,32
2010-08-08,"Chelonia mydas",NA,29.60731,-86.13211,"N","Y","Y",2010-08-08,32
2010-08-08,"Chelonia mydas",NA,29.61386,-86.17444,"N","Y","Y",2010-08-08,32
2010-08-10,"Lepidochelys kempii",NA,29.81969,-86.96106,"N","Y","Y",2010-08-10,33
2010-08-10,"Lepidochelys kempii",NA,29.81508,-86.96381,"N","Y","Y",2010-08-10,33
2010-08-10,"Lepidochelys kempii",NA,29.80275,-87.21925,"N","Y","Y",2010-08-10,33
2010-08-18,"Lepidochelys kempii",NA,30.29592,-86.24506,"N","Y","Y",2010-08-18,34
2010-08-18,"Chelonia mydas",NA,30.29433,-86.24408,"N","Y","Y",2010-08-18,34
2010-08-19,"Lepidochelys kempii",NA,30.33086,-86.2565,"N","Y","Y",2010-08-19,34
2010-08-20,"Caretta caretta",NA,29.21681,-88.58306,"N","Y","N",2010-08-20,34
2010-08-23,"Lepidochelys kempii",NA,29.98242,-86.94317,"N","Y","Y",2010-08-23,35
2010-08-23,"Lepidochelys kempii",NA,29.91092,-86.98219,"N","Y","Y",2010-08-23,35
2010-08-24,"Lepidochelys kempii",NA,29.95775,-86.69692,"N","Y","Y",2010-08-24,35
2010-08-24,"Lepidochelys kempii",NA,29.95522,-86.75856,"N","Y","Y",2010-08-24,35
2010-09-11,"Lepidochelys kempii","MS",30.39112,-88.95999,"N","Y","N",2010-09-11,37
2010-09-11,"Lepidochelys kempii","MS",30.38685,-89.00307,"N","Y","N",2010-09-11,37
2010-09-11,"Lepidochelys kempii","MS",30.21657,-88.50012,"N","Y","Y",2010-09-11,37
2010-09-12,"Caretta caretta","AL",30.23488,-88.26832,"N","Y","N",2010-09-12,37
2010-09-13,"Lepidochelys kempii","MS",30.39251,-88.93628,"N","Y","N",2010-09-13,38
2010-09-14,"Lepidochelys kempii","AL",30.26099,-87.91804,"N","Y","N",2010-09-14,38
2010-09-14,"Chelonia mydas","MS",30.40871,-88.83832,"N","Y","N",2010-09-14,38
2010-09-13,"Caretta caretta","LA",29.21558,-90.07536,"N","Y","N",2010-09-13,38
2010-09-14,"Lepidochelys kempii","LA",29.27447,-90.37815,"N","Y","N",2010-09-14,38
2010-09-15,"Lepidochelys kempii","LA",29.2621,-89.94968,"N","Y","N",2010-09-15,38
2010-09-16,"Caretta caretta","MS",30.33963,-88.57018,"N","Y","N",2010-09-16,38
2010-09-16,"Eretmochelys imbricata",NA,28.82572,-89.23475,"N","Y","Y",2010-09-16,38
2010-09-18,"Lepidochelys kempii","MS",30.28063,-89.36495,"N","Y","Y",2010-09-18,38
2010-09-19,"Lepidochelys kempii","MS",30.28063,-89.36495,"N","Y","Y",2010-09-19,38
2010-09-20,"Unknown","MS",30.38854,-88.98901,"N","Y","N",2010-09-20,39
2010-09-20,"Chelonia mydas",NA,29.72694,-87.19867,"N","Y","Y",2010-09-20,39
2010-09-20,"Lepidochelys kempii",NA,29.90764,-87.16842,"N","Y","Y",2010-09-20,39
2010-09-21,"Unknown","MS",30.35994,-88.67298,"N","Y","N",2010-09-21,39
2010-09-21,"Lepidochelys kempii","MS",30.40412,-88.82783,"N","Y","N",2010-09-21,39
2010-09-25,"Lepidochelys kempii","LA",29.2133,-90.05749,"N","Y","N",2010-09-25,39
2010-09-25,"Lepidochelys kempii","MS",30.40507,-88.82952,"N","Y","Y",2010-09-25,39
2010-09-27,"Caretta caretta","AL",30.29833,-87.55388,"N","Y","N",2010-09-27,40
2010-10-02,"Lepidochelys kempii","MS",30.28063,-89.36495,"N","Y","Y",2010-10-02,40
2010-10-02,"Lepidochelys kempii","FL",30.38514,-86.81927,"N","Y","N",2010-10-02,40
2010-10-05,"Lepidochelys kempii","AL",30.250019,-88.075422,"N","Y","N",2010-10-05,41
2010-10-06,"Lepidochelys kempii","LA",29.286767,-90.4934,"N","Y","N",2010-10-06,41
2010-10-07,"Chelonia mydas","LA",29.823303,-89.599252,"N","Y","N",2010-10-07,41
2010-09-22,"Lepidochelys kempii","MS",30.3754,-89.04436,"N","Y","N",2010-09-22,39
2010-09-24,"Lepidochelys kempii","FL",29.948048,-85.423495,"N","Y","N",2010-09-24,39
2010-10-11,"Lepidochelys kempii","MS",30.3917,-88.94903,"N","Y","N",2010-10-11,42
2010-10-11,"Chelonia mydas","LA",29.08765,-90.22342,"N","Y","N",2010-10-11,42
2010-10-12,"Unknown","LA",29.11993,-90.16254,"N","Y","N",2010-10-12,42
2010-10-18,"Lepidochelys kempii","AL",30.231953,-88.317361,"Y","Y","N",2010-10-18,43
